town,COUNTY,longitude,latitude,cost_of_living,Housing,Food,Energy,Transport,Education,PD,Population,FC,DUC,EC,CPI,AP,NHUP,IR,RR,SEP,PAD
Laragh,Wicklow,-6.297336547,53.00827997,2.080975288,2.454969392,1.420450859,2.170948575,2.324750815,2.0337568,700.7,445,3.04,0.264183122,16.03,3.2,7.1,0.191489362,2.7,8.975,2.435975787,1.588214276
Manor Kilbride,Wicklow,-6.466949515,53.19783126,2.638002342,2.821686753,1.420450859,2.528094912,2.694529187,3.72525,1646.2,830,3.04,0.353427273,16.03,3.2,7.1,0,2.7,8.975,#NUM!,2.211565695
Newcastle,Wicklow,-6.069684378,53.07245001,2.461530399,2.72469064,1.420450859,2.432832897,2.596877597,3.1328,1314.3,351,3.04,0.133011569,16.03,3.2,7.1,0.021276596,2.7,8.975,1.94252932,1.350926217
Newtownmountkennedy,Wicklow,-6.106954955,53.08508415,2.605860653,2.999187678,1.420450859,2.702731113,2.872393615,3.03454,2481.5,3539,3.04,0.113136535,16.03,3.2,7.1,8.29787234,2.7,8.975,4.795773895,3.661739474
Rathdrum,Wicklow,-6.236684763,52.93262997,2.069681921,2.876852789,1.420450859,2.5819983,2.749573258,0.7195344,1869.2,2264,3.04,0.292585248,16.03,3.2,7.1,7.063829787,2.7,8.975,3.97774756,3.215028433
Rathnew,Wicklow,-6.085665158,52.99039869,3.03319396,2.982550773,1.420450859,2.686366179,2.855776989,5.220825,2388.1,3482,3.04,0.209491639,16.03,3.2,7.1,6.595744681,2.7,8.975,4.915055481,3.645502114
Redcross,Wicklow,-6.144278447,52.89033633,2.671972522,2.794394914,1.420450859,2.501261659,2.667075177,3.97668,1545.2,256,3.04,0.309226917,16.03,3.2,7.1,0.021276596,2.7,8.975,2.116407487,1.035317438
Roundwood,Wicklow,-6.226073113,53.06626856,2.956894011,2.874674125,1.420450859,2.580111464,2.747653605,5.16158,1861.1,907,3.04,0.173288027,16.03,3.2,7.1,1.191489362,2.7,8.975,4.058642541,2.300282444
Shillelagh,Wicklow,-6.541944675,52.75357098,2.478584429,2.609244442,1.420450859,2.320437513,2.480824329,3.561965,1004.7,390,3.04,0.617324454,16.03,3.2,7.1,0.085106383,2.7,8.975,2.483688183,1.456286733
Stratford,Wicklow,-6.674332805,52.98843696,3.03023848,2.997169839,1.420450859,2.70118326,2.870808441,5.16158,2471.8,211,3.04,0.598696612,16.03,3.2,7.1,0,2.7,8.975,#NUM!,0.841998127
Tinahely,Wicklow,-6.460869029,52.79781622,2.749104989,2.803674288,1.420450859,2.510429689,2.676450309,4.3345198,1578.7,1037,3.04,0.529925237,16.03,3.2,7.1,0.595744681,2.7,8.975,3.610300774,2.434227202
Wicklow,Wicklow,-6.049535529,52.97843429,2.348524785,2.826040619,1.420450859,2.531304677,2.697816282,2.267011488,1658.9,12957,3.04,0.228728107,16.03,3.2,7.1,17.80851064,2.7,8.975,4.825901528,4.959531455
